Район_OSM,Населенный_пункт_OSM,place,lat_np,lon_np,population_osm,np_clean,osm_id
Арский район,Кзыл-Игенче,hamlet,56.4352668,50.0464585,,кзыл-игенче,node/762077280
,Кзыл-Иль,hamlet,55.5822469,49.4400593,,кзыл-иль,relation/19205301
,Кзыл-Кичу,locality,54.8490793,52.6741433,,кзыл-кичу,node/4906372928
,Кзыл-Куль,hamlet,55.972093,49.6601005,,кзыл-куль,way/197102586
,Кзыл-Меша,hamlet,56.0749572,50.3630984,,кзыл-меша,way/791627769
,Кзыл-Тан,hamlet,55.7509709,48.2520203,,кзыл-тан,node/752195504
,Кзыл-Тау,village,55.1881008,48.1880805,,кзыл-тау,way/56019899
Мензелинский район,Кзыл-Тюбяк,hamlet,55.4796135,53.3023571,,кзыл-тюбяк,node/606146506
,Кзыл-Уракчи,hamlet,54.9232371,50.2294097,,кзыл-уракчи,way/70262117
,Кзыл-Утар,hamlet,56.3734792,49.5565505,,кзыл-утар,way/121804501
,Кзыл-Чишма,hamlet,55.0701523,50.16487,,кзыл-чишма,way/70174939
Тукаевский район,Кзыл-Юл,hamlet,55.610542,52.0629626,,кзыл-юл,way/61165472
,Кзыл-Юлдуз,hamlet,54.8999281,53.2678467,,кзыл-юлдуз,way/372014487
,Кзыл-Юлдузский лесхоз,village,55.713914,50.5060525,,кзыл-юлдузский лесхоз,way/121853918
Нижнекамский район,Кзыл-Юлское лесничество,hamlet,55.5169844,51.8825056,,кзыл-юлское лесничество,node/2490958896
,Кзыл-Ялан,hamlet,55.2623757,50.7052867,,кзыл-ялан,node/824095329
,Кзыл-Яр,village,54.4155901,53.3855475,,кзыл-яр,way/192908139
,Кибячи,village,55.7533414,49.9797277,,кибячи,way/121240505
,Килеево,village,56.3053096,50.2924865,,килеево,way/772200983
,Кильдебяк,village,56.0213228,50.5678153,,кильдебяк,way/791216461
,Кильдеево,village,55.5383161,48.6505319,,кильдеево,way/118894434
,Кильдуразы,hamlet,55.1688115,48.3081063,,кильдуразы,node/1073664289
Тетюшский район,Кильдюшево,village,54.7576432,48.6776841,,кильдюшево,node/712978464
,Киндер Куль,village,56.1661827,50.9250509,,киндер куль,way/260818344
,Киндери,hamlet,55.9002219,49.2666046,,киндери,node/1387461461
,Кирби,village,55.5656013,49.306013,,кирби,relation/19205387
,Киреево,hamlet,55.6821733,48.3751899,,киреево,way/120626791
,Кирельское,village,55.1344999,49.1370714,,кирельское,way/58474367
,Кирилловка,hamlet,56.0126366,49.4313542,,кирилловка,way/182748732
Нурлатский район,Кирпичное,hamlet,54.6146076,50.3297614,,кирпичное,node/852364601
,Киртели,village,54.7434693,48.6242544,,киртели,way/100968182
,Киселевка,hamlet,55.3953851,52.106447,,киселевка,way/61571078
Аксубаевский район,Кисы,village,54.8558564,50.8635353,473,кисы,relation/7349169
,Кит-Озеро,hamlet,54.2627205,53.4216201,,кит-озеро,way/60320152
Альметьевский район,Кителга,hamlet,54.9742325,51.7153572,,кителга,way/73076802
Нурлатский район,Кичкальня,village,54.7375662,50.3534246,,кичкальня,node/850891799
,Кичкеево,hamlet,55.4842247,47.9912585,,кичкеево,way/213975729
,Кичкетан,village,56.071,52.8400436,,кичкетан,relation/8081882
,Кичуй,village,54.8920107,51.9831314,,кичуй,way/73076751
,Кичучатово,village,54.8416432,52.076719,,кичучатово,relation/16355548
,Кишметьево,hamlet,56.0629708,49.7258924,,кишметьево,node/1075185493
Буинский район,Кият,village,54.8804093,48.4030302,,кият,node/794268885
,Клачи,hamlet,56.0843986,49.6358445,,клачи,node/762128551
,Клементейкино,village,54.8809039,51.6942219,,клементейкино,way/73076785
,Клетни,hamlet,55.9463563,49.4028553,,клетни,way/122961204
Нурлатский район,Клиновка,hamlet,54.4459774,50.9624484,,клиновка,node/850823268
,Ключ Труда,hamlet,55.5280216,51.8677952,,ключ труда,way/241470074
,Ключевка,hamlet,54.3613864,53.1057998,,ключевка,way/60320112
,Ключи,village,54.5556265,53.0243764,,ключи,way/60320086
,Ключи-Сап,village,56.4232013,49.4270743,,ключи-сап,way/121536335
Тюлячинский район,Ключище,hamlet,55.8468591,50.2222214,,ключище,node/802101115
,Ключищи,village,55.6730575,48.9575076,,ключищи,relation/19701430
,Клянчеево,village,55.2165548,48.8510513,,клянчеево,way/242350440
,Клянчино,village,55.5990018,48.6047621,,клянчино,way/118704581
,Клятле,hamlet,55.5412586,51.852867,,клятле,way/241414699
,Кляуш,village,56.0103579,51.2533557,,кляуш,way/72747690
,Кляшево,village,54.9801774,48.5047084,,кляшево,way/100945715
,Кня-Баш,village,56.0553501,50.8561734,,кня-баш,way/285214017
,Княбаш,village,56.3299612,49.9771445,,княбаш,way/204203243
,Княгор,hamlet,56.0920848,50.9268476,,княгор,way/285214018
,Княжа,hamlet,55.8258049,49.800657,,княжа,way/121240484
,Княжево,locality,55.9350781,51.6665988,,княжево,node/6851093537
,Князево,hamlet,55.6105745,52.5935948,,князево,way/223302044
,Кобяково,village,55.913578,49.8268164,,кобяково,way/121240477
,Ковали,village,55.8069529,50.0503632,,ковали,way/121240459
,Кожаевка,hamlet,55.1248085,49.6334471,,кожаевка,way/68734896
,Козий Починок,hamlet,55.8046673,49.5586878,,козий починок,way/120450627
,Козловка,hamlet,54.9199341,48.5730905,,козловка,way/100963223
,Козябаштау,locality,54.8076173,52.2592997,,козябаштау,node/10769442841
,Козяково-Челны,village,55.6454346,50.5345169,,козяково-челны,way/123003736
Пестречинский район,Колкомерка,hamlet,55.7104637,49.9909066,,колкомерка,node/710137100
,Колос,locality,55.5687726,50.5580528,,колос,node/806270733
,Колосовка,village,55.7788907,51.9404761,,колосовка,way/61326240
Тетюшский район,Колунец,hamlet,54.9172516,48.732023,,колунец,node/787016945
,Комаров-Завод,hamlet,56.5594889,50.4089547,,комаров-завод,way/202187883
Мамадышский район,Комаровка,hamlet,55.9063158,51.3940271,,комаровка,way/72747353
Спасский район,Коминтерн,village,55.1457472,49.580605,,коминтерн,way/68734761
,Коморгузя,village,56.156568,49.457845,,коморгузя,way/121804532
,Комсомолец,village,55.586663,52.4887068,,комсомолец,way/204232305
,Комтау,locality,54.7953859,52.156761,,комтау,node/10769392716
,Комхозкыр,locality,54.8499349,52.1620506,,комхозкыр,node/10769442609
,Коноваловка,village,55.6919788,52.9470102,,коноваловка,way/140486052
,Коногоровка,village,54.4993588,52.6398885,,коногоровка,way/88028459
,Константиновка,hamlet,54.8634878,53.5336884,,константиновка,way/192215217
,Контузла,hamlet,55.9612259,53.1026016,,контузла,relation/9684361
,Конь,village,55.7037388,49.7028729,,конь,relation/19205372
,Копки,village,56.2671165,50.715806,,копки,way/356571124
,Корабельная роща,locality,55.805092,52.3816966,,корабельная роща,node/11359756337
,Коргуза,village,55.5012967,48.6576156,,коргуза,way/118778369
,Корноухово,village,55.5509996,49.8936502,,корноухово,way/123111450
,Корноуховский кордон,locality,55.5408502,49.8490998,,корноуховский кордон,node/10895692682
,Коробково,hamlet,54.3607237,52.8157736,,коробково,way/88107762
,Корса,hamlet,56.111549,50.181855,,корса,way/92694650
,Корсабаш,village,56.1486225,50.2928979,,корсабаш,way/776659968
Дрожжановский район,Коршанга-Шигали,hamlet,54.8560409,47.6422216,197,коршанга-шигали,way/281313028
,Костенеево,village,55.6990129,51.6022636,,костенеево,way/71436588
,Косяково,hamlet,55.6636016,48.3186371,,косяково,way/121666338
,Котловая гора,locality,54.8897606,52.0870067,,котловая гора,node/10755687516
,Котловка,village,55.6377159,51.6651967,,котловка,way/71436587
,Кошар,village,56.286394,49.516535,,кошар,way/121536351
,Кошки,village,54.8276655,49.6293459,,кошки,relation/20232653
,Кошки-Новотимбаево,village,54.8192765,48.5076427,,кошки-новотимбаево,way/106617596
,Кошки-Теняково,village,54.8339485,48.2271878,,кошки-теняково,way/121529698
Буинский район,Кошки-Шемякино,village,54.7964623,48.2709116,309,кошки-шемякино,node/336524856
,Кошкино,village,56.3307003,50.8061084,,кошкино,way/357193755
Арский район,Кошлауч,hamlet,56.1599263,49.561988,,кошлауч,node/762127265
,Кощаково,village,55.782675,49.4387413,,кощаково,relation/19208675
,Красна,hamlet,56.0697998,49.5967601,,красна,way/217816829
,Красная Горка,village,55.7081126,51.3634821,,красная горка,relation/1117471
Тетюшский район,Красная Звезда,hamlet,54.8399489,48.6461097,,красная звезда,node/787101244
Нижнекамский район,Красная Кадка,hamlet,55.4145717,51.8028764,,красная кадка,relation/9705503
,Красная Поляна,hamlet,54.9926866,48.8064168,,красная поляна,way/232498878
Спасский район,Красная Слобода,village,54.9594387,49.2588758,,красная слобода,way/68734812
,Красницкий,village,55.8741785,48.7878722,,красницкий,way/58281765
,Красновидово,village,55.3614905,49.0775585,,красновидово,way/305467071
,Красное Нечасово,hamlet,54.9169556,48.7030122,,красное нечасово,node/787016925
,Красное Озеро,locality,54.7388423,48.711746,,красное озеро,node/787124063
,Красное Поле,hamlet,54.8964043,48.4637983,,красное поле,node/794289481
Нурлатский район,Красномайский,hamlet,54.65603,50.2786921,143,красномайский,node/852366916
